,ANO,SEMESTRE,DISCIPLINA,DESCRICAO,TURMA,APROVACOES,MATRICULAS,REPROVACOES FALTA,REPROVACOES NOTA,REPROVACOES NOTA FALTA,TRANCAMENTOS,CONTADOR,REPROVADOS,TAXA_REPROVACAO,ANO/SEMESTRE
4589,2013,1.0,PRO720,CIENCIA E MANUFATURA,11.0,32.0,35.0,0.0,1.0,0.0,2.0,1,3.0,0.09,2013.1.0
4590,2013,1.0,PRO721,ENGENHARIA DA MANUFATURA,11.0,44.0,46.0,0.0,1.0,0.0,1.0,1,2.0,0.04,2013.1.0
4591,2013,1.0,PRO722,PLANEJAMENTO E CONTROLE DA PRODUCAO II,11.0,27.0,28.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2013.1.0
4592,2013,1.0,PRO723,ENGENHARIA DA QUALIDADE,11.0,29.0,31.0,0.0,1.0,0.0,1.0,1,2.0,0.06,2013.1.0
4593,2013,1.0,PRO724,LOGISTICA,11.0,30.0,30.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.1.0
4683,2013,2.0,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,11.0,38.0,44.0,0.0,0.0,6.0,0.0,1,6.0,0.14,2013.2.0
4684,2013,2.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,43.0,49.0,0.0,4.0,0.0,2.0,1,6.0,0.12,2013.2.0
4685,2013,2.0,PRO226,MACROECONOMIA,11.0,22.0,31.0,0.0,4.0,2.0,3.0,1,9.0,0.29,2013.2.0
4686,2013,2.0,PRO227,MICROECONOMIA,11.0,20.0,46.0,0.0,17.0,2.0,7.0,1,26.0,0.57,2013.2.0
4687,2013,2.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,30.0,37.0,0.0,4.0,1.0,2.0,1,7.0,0.19,2013.2.0
4688,2013,2.0,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,11.0,27.0,31.0,0.0,1.0,0.0,3.0,1,4.0,0.13,2013.2.0
4689,2013,2.0,PRO310,ENGENHARIA ECONOMICA II,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4690,2013,2.0,PRO330,GOVERNANCA CORPORATIVA,1.0,23.0,25.0,0.0,0.0,0.0,2.0,1,2.0,0.08,2013.2.0
4691,2013,2.0,PRO345,ADMINISTRACAO DE MARKETING,11.0,5.0,6.0,0.0,0.0,0.0,1.0,1,1.0,0.17,2013.2.0
4692,2013,2.0,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4693,2013,2.0,PRO376,ENERGIA ELETRICA,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4694,2013,2.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,27.0,33.0,0.0,0.0,0.0,6.0,1,6.0,0.18,2013.2.0
4695,2013,2.0,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,11.0,26.0,28.0,0.0,0.0,0.0,2.0,1,2.0,0.07,2013.2.0
4696,2013,2.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,16.0,17.0,0.0,0.0,0.0,1.0,1,1.0,0.06,2013.2.0
4697,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4698,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.2,2013.2.0
4699,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2013.2.0
4700,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,7.0,11.0,0.0,2.0,0.0,2.0,1,4.0,0.36,2013.2.0
4701,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,1.0,3.0,0.0,1.0,0.0,1.0,1,2.0,0.67,2013.2.0
4702,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,7.0,10.0,0.0,0.0,0.0,3.0,1,3.0,0.3,2013.2.0
4703,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4704,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,1.0,3.0,0.0,0.0,0.0,2.0,1,2.0,0.67,2013.2.0
4705,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,1.0,3.0,0.0,0.0,0.0,2.0,1,2.0,0.67,2013.2.0
4706,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4707,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4708,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4709,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,13.0,3.0,4.0,0.0,0.0,0.0,1.0,1,1.0,0.25,2013.2.0
4710,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4711,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2013.2.0
4712,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,17.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2013.2.0
4713,2013,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,18.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4714,2013,2.0,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4715,2013,2.0,PRO509,ADMINISTRACAO FINANCEIRA,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4716,2013,2.0,PRO511,TEORIA DAS ORGANIZACOES,11.0,27.0,29.0,0.0,1.0,0.0,1.0,1,2.0,0.07,2013.2.0
4717,2013,2.0,PRO527,TEORIA DOS GRAFOS,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4718,2013,2.0,PRO551,ENERGIA DA BIOMASSA,11.0,10.0,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4719,2013,2.0,PRO553,ENERGIA E MUDANCAS CLIMATICAS,11.0,10.0,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4720,2013,2.0,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,11.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4721,2013,2.0,PRO566,METODOS COMPUTACIONAIS AVANCADOS EM ENGENHARIA DE PRODUCAO,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4722,2013,2.0,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,11.0,18.0,19.0,0.0,0.0,0.0,1.0,1,1.0,0.05,2013.2.0
4723,2013,2.0,PRO572,OTIMIZACAO E LOGISTICA,11.0,5.0,8.0,0.0,0.0,0.0,3.0,1,3.0,0.38,2013.2.0
4724,2013,2.0,PRO602,ERGOLOGIA E TRABALHO,11.0,12.0,14.0,0.0,0.0,0.0,2.0,1,2.0,0.14,2013.2.0
4725,2013,2.0,PRO633,ECONOMIA DOS RECURSOS NATURAIS,11.0,8.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4726,2013,2.0,PRO634,ECONOMIA REGIONAL E URBANA,11.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4727,2013,2.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,21.0,32.0,0.0,10.0,0.0,1.0,1,11.0,0.34,2013.2.0
4728,2013,2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,16.0,17.0,0.0,1.0,0.0,0.0,1,1.0,0.06,2013.2.0
4729,2013,2.0,PRO706,PESQUISA OPERACIONAL I,21.0,12.0,17.0,0.0,1.0,2.0,2.0,1,5.0,0.29,2013.2.0
4730,2013,2.0,PRO706,PESQUISA OPERACIONAL I,22.0,12.0,20.0,0.0,2.0,2.0,4.0,1,8.0,0.4,2013.2.0
4731,2013,2.0,PRO708,PESQUISA OPERACIONAL II,21.0,16.0,18.0,0.0,0.0,1.0,1.0,1,2.0,0.11,2013.2.0
4732,2013,2.0,PRO708,PESQUISA OPERACIONAL II,22.0,8.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4733,2013,2.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,43.0,46.0,0.0,0.0,0.0,3.0,1,3.0,0.07,2013.2.0
4734,2013,2.0,PRO714,ECONOMIA INDUSTRIAL,11.0,22.0,25.0,0.0,2.0,1.0,0.0,1,3.0,0.12,2013.2.0
4735,2013,2.0,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",11.0,25.0,31.0,0.0,6.0,0.0,0.0,1,6.0,0.19,2013.2.0
4736,2013,2.0,PRO717,ENGENHARIA DO TRABALHO,11.0,43.0,46.0,0.0,3.0,0.0,0.0,1,3.0,0.07,2013.2.0
4737,2013,2.0,PRO718,ERGONOMIA E TRABALHO,11.0,35.0,35.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4738,2013,2.0,PRO720,CIENCIA E MANUFATURA,11.0,38.0,39.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2013.2.0
4739,2013,2.0,PRO721,ENGENHARIA DA MANUFATURA,11.0,38.0,42.0,0.0,2.0,0.0,2.0,1,4.0,0.1,2013.2.0
4740,2013,2.0,PRO723,ENGENHARIA DA QUALIDADE,11.0,37.0,42.0,0.0,3.0,1.0,1.0,1,5.0,0.12,2013.2.0
4741,2013,2.0,PRO724,LOGISTICA,11.0,44.0,46.0,0.0,2.0,0.0,0.0,1,2.0,0.04,2013.2.0
4742,2013,2.0,PRO725,ENGENHARIA DA INFORMACAO,11.0,30.0,32.0,0.0,1.0,0.0,1.0,1,2.0,0.06,2013.2.0
4743,2013,2.0,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,11.0,7.0,16.0,0.0,3.0,5.0,1.0,1,9.0,0.56,2013.2.0
4744,2013,2.0,PRO808,ENGENHARIA DO PRODUTO,11.0,40.0,47.0,0.0,5.0,1.0,1.0,1,7.0,0.15,2013.2.0
4745,2013,2.0,PRO809,ENGENHARIA ECONOMICA,11.0,25.0,29.0,0.0,1.0,0.0,3.0,1,4.0,0.14,2013.2.0
4746,2013,2.0,PRO909,RECURSOS HUMANOS ESTRATEGICOS,11.0,23.0,24.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2013.2.0
4747,2013,2.0,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,11.0,14.0,14.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4748,2013,2.0,PRO920,PROJETO DA FABRICA,11.0,25.0,25.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2013.2.0
4843,2014,1.0,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,11.0,34.0,38.0,0.0,2.0,2.0,0.0,1,4.0,0.11,2014.1.0
4844,2014,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,26.0,32.0,0.0,3.0,1.0,2.0,1,6.0,0.19,2014.1.0
4845,2014,1.0,PRO226,MACROECONOMIA,11.0,23.0,30.0,0.0,6.0,0.0,1.0,1,7.0,0.23,2014.1.0
4846,2014,1.0,PRO227,MICROECONOMIA,11.0,22.0,31.0,0.0,1.0,3.0,5.0,1,9.0,0.29,2014.1.0
4847,2014,1.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,18.0,24.0,0.0,6.0,0.0,0.0,1,6.0,0.25,2014.1.0
4848,2014,1.0,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,11.0,31.0,39.0,0.0,3.0,3.0,2.0,1,8.0,0.21,2014.1.0
4849,2014,1.0,PRO310,ENGENHARIA ECONOMICA II,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2014.1.0
4850,2014,1.0,PRO330,GOVERNANCA CORPORATIVA,11.0,12.0,13.0,0.0,0.0,0.0,1.0,1,1.0,0.08,2014.1.0
4851,2014,1.0,PRO335,POLITICA ENERGETICA BRASILEIRA,11.0,11.0,12.0,0.0,0.0,0.0,1.0,1,1.0,0.08,2014.1.0
4852,2014,1.0,PRO336,ECONOMIA DA ENERGIA,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4853,2014,1.0,PRO346,ENGENHARIA FINANCEIRA,11.0,11.0,12.0,0.0,0.0,0.0,1.0,1,1.0,0.08,2014.1.0
4854,2014,1.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,19.0,21.0,0.0,0.0,0.0,2.0,1,2.0,0.1,2014.1.0
4855,2014,1.0,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,11.0,28.0,31.0,0.0,0.0,3.0,0.0,1,3.0,0.1,2014.1.0
4856,2014,1.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,25.0,26.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2014.1.0
4857,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,4.0,6.0,0.0,0.0,2.0,0.0,1,2.0,0.33,2014.1.0
4858,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1,2.0,0.67,2014.1.0
4859,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4860,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2014.1.0
4861,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2014.1.0
4862,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4863,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,3.0,4.0,0.0,0.0,0.0,1.0,1,1.0,0.25,2014.1.0
4864,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4865,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4866,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,1.0,2.0,0.0,0.0,0.0,1.0,1,1.0,0.5,2014.1.0
4867,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,2.0,8.0,0.0,1.0,0.0,5.0,1,6.0,0.75,2014.1.0
4868,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2014.1.0
4869,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2014.1.0
4870,2014,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,14.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2014.1.0
4871,2014,1.0,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4872,2014,1.0,PRO504,DESENVOLVIMENTO ECONOMICO,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4873,2014,1.0,PRO508,PESQUISA OPERACIONAL APLICADA A ENGENNHARIA ECONOMICA,11.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2014.1.0
4874,2014,1.0,PRO509,ADMINISTRACAO FINANCEIRA,11.0,3.0,5.0,0.0,0.0,0.0,2.0,1,2.0,0.4,2014.1.0
4875,2014,1.0,PRO511,TEORIA DAS ORGANIZACOES,11.0,34.0,35.0,0.0,1.0,0.0,0.0,1,1.0,0.03,2014.1.0
4876,2014,1.0,PRO527,TEORIA DOS GRAFOS,11.0,10.0,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4877,2014,1.0,PRO553,ENERGIA E MUDANCAS CLIMATICAS,11.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2014.1.0
4878,2014,1.0,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,11.0,13.0,13.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4879,2014,1.0,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,12.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4880,2014,1.0,PRO571,MODELAGEM ESTOCASTICA E SIMULACAO AVANCADA,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4881,2014,1.0,PRO572,OTIMIZACAO E LOGISTICA,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4882,2014,1.0,PRO573,OTIMIZACAO EXPERIMENTAL DE PRODUTOS E PROCESSOS,11.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2014.1.0
4883,2014,1.0,PRO605,ESTRATEGIA E PLANEJAMENTO,11.0,9.0,10.0,0.0,0.0,0.0,1.0,1,1.0,0.1,2014.1.0
4884,2014,1.0,PRO605,ESTRATEGIA E PLANEJAMENTO,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4885,2014,1.0,PRO606,PROJETO E GESTAO LOGISTICAS,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2014.1.0
4886,2014,1.0,PRO609,ENGENHARIA SOCIAL,11.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4887,2014,1.0,PRO633,ECONOMIA DOS RECURSOS NATURAIS,11.0,14.0,15.0,0.0,0.0,0.0,1.0,1,1.0,0.07,2014.1.0
4888,2014,1.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,28.0,42.0,0.0,12.0,0.0,2.0,1,14.0,0.33,2014.1.0
4889,2014,1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,15.0,28.0,0.0,8.0,0.0,5.0,1,13.0,0.46,2014.1.0
4890,2014,1.0,PRO706,PESQUISA OPERACIONAL I,21.0,19.0,22.0,0.0,1.0,0.0,2.0,1,3.0,0.14,2014.1.0
4891,2014,1.0,PRO706,PESQUISA OPERACIONAL I,22.0,8.0,10.0,0.0,1.0,0.0,1.0,1,2.0,0.2,2014.1.0
4892,2014,1.0,PRO708,PESQUISA OPERACIONAL II,21.0,9.0,14.0,0.0,5.0,0.0,0.0,1,5.0,0.36,2014.1.0
4893,2014,1.0,PRO708,PESQUISA OPERACIONAL II,22.0,7.0,13.0,0.0,5.0,0.0,1.0,1,6.0,0.46,2014.1.0
4894,2014,1.0,PRO708,PESQUISA OPERACIONAL II,23.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4895,2014,1.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,38.0,42.0,0.0,0.0,1.0,3.0,1,4.0,0.1,2014.1.0
4896,2014,1.0,PRO714,ECONOMIA INDUSTRIAL,11.0,33.0,40.0,0.0,4.0,1.0,2.0,1,7.0,0.18,2014.1.0
4897,2014,1.0,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",11.0,29.0,37.0,0.0,7.0,0.0,1.0,1,8.0,0.22,2014.1.0
4898,2014,1.0,PRO717,ENGENHARIA DO TRABALHO,11.0,27.0,35.0,0.0,8.0,0.0,0.0,1,8.0,0.23,2014.1.0
4899,2014,1.0,PRO718,ERGONOMIA E TRABALHO,11.0,25.0,28.0,0.0,2.0,0.0,1.0,1,3.0,0.11,2014.1.0
4900,2014,1.0,PRO720,CIENCIA E MANUFATURA,11.0,26.0,26.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4901,2014,1.0,PRO721,ENGENHARIA DA MANUFATURA,11.0,46.0,48.0,0.0,0.0,1.0,1.0,1,2.0,0.04,2014.1.0
4902,2014,1.0,PRO723,ENGENHARIA DA QUALIDADE,11.0,42.0,48.0,0.0,1.0,0.0,5.0,1,6.0,0.12,2014.1.0
4903,2014,1.0,PRO724,LOGISTICA,11.0,42.0,46.0,0.0,3.0,1.0,0.0,1,4.0,0.09,2014.1.0
4904,2014,1.0,PRO725,ENGENHARIA DA INFORMACAO,11.0,20.0,21.0,0.0,0.0,0.0,1.0,1,1.0,0.05,2014.1.0
4905,2014,1.0,PRO807,PLANEJAMENTO E CONTROLE DA PRODUCAO ,11.0,23.0,31.0,0.0,3.0,2.0,3.0,1,8.0,0.26,2014.1.0
4906,2014,1.0,PRO808,ENGENHARIA DO PRODUTO,11.0,30.0,31.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2014.1.0
4907,2014,1.0,PRO809,ENGENHARIA ECONOMICA,11.0,28.0,30.0,0.0,0.0,0.0,2.0,1,2.0,0.07,2014.1.0
4908,2014,1.0,PRO909,RECURSOS HUMANOS ESTRATEGICOS,11.0,31.0,31.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4909,2014,1.0,PRO910,PLANEJAMENTO E GESTAO DA PRODUCAO ,11.0,23.0,23.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4910,2014,1.0,PRO920,PROJETO DA FABRICA,11.0,22.0,22.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
4911,2014,1.0,PRO920,PROJETO DA FABRICA,12.0,10.0,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.1.0
5005,2014,2.0,PRO106,SEMINARIOS E ESTUDOS EM ENGENHARIA DE PRODUCAO,11.0,34.0,44.0,0.0,1.0,7.0,2.0,1,10.0,0.23,2014.2.0
5006,2014,2.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,11.0,15.0,0.0,2.0,1.0,1.0,1,4.0,0.27,2014.2.0
5007,2014,2.0,PRO226,MACROECONOMIA,11.0,22.0,41.0,0.0,15.0,1.0,3.0,1,19.0,0.46,2014.2.0
5008,2014,2.0,PRO227,MICROECONOMIA,11.0,24.0,33.0,0.0,0.0,2.0,7.0,1,9.0,0.27,2014.2.0
5009,2014,2.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,24.0,32.0,0.0,5.0,1.0,2.0,1,8.0,0.25,2014.2.0
5010,2014,2.0,PRO309,METODOS ESTOCASTICOS DA ENGENHARIA I ,11.0,29.0,37.0,0.0,1.0,0.0,7.0,1,8.0,0.22,2014.2.0
5011,2014,2.0,PRO310,ENGENHARIA ECONOMICA II,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2014.2.0
5012,2014,2.0,PRO336,ECONOMIA DA ENERGIA,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2014.2.0
5013,2014,2.0,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
5014,2014,2.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,12.0,15.0,0.0,0.0,2.0,1.0,1,3.0,0.2,2014.2.0
5015,2014,2.0,PRO404,METODOS ESTOCASTICOS DA ENGENHARIA II,11.0,32.0,38.0,0.0,0.0,2.0,4.0,1,6.0,0.16,2014.2.0
5016,2014,2.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,16.0,17.0,0.0,0.0,0.0,1.0,1,1.0,0.06,2014.2.0
5017,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
5018,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1,2.0,0.67,2014.2.0
5019,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1,1.0,0.5,2014.2.0
5020,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
5021,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
5022,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,1.0,2.0,0.0,0.0,1.0,0.0,1,1.0,0.5,2014.2.0
5023,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
5024,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,4.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.2,2014.2.0
5025,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
5026,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,3.0,4.0,0.0,0.0,1.0,0.0,1,1.0,0.25,2014.2.0
5027,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,4.0,6.0,0.0,0.0,0.0,2.0,1,2.0,0.33,2014.2.0
5028,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2014.2.0
5029,2014,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,13.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2014.2.0
5030,2014,2.0,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2014.2.0
